Address,School of Economics and Development Legon,School of Engineering Legon,School of performing Arts new building legon,Univiersity of Ghana Business School Legon,Faculty of Arts Legon,School of information and communication studies Legon,School of Agriculture Legon,School of Engineering Sciences Legon,School of Nursing and Midwifery Legon,School of Law Legon,School of Pharmacy Legon,School of Social Sciences Legon,School of Vetenary Medicine Legon,School of Graduate Studies Legon,School of Languages Legon,School of continuing and distance education Legon,Commonwealth Hall Legon,The Great Hall Legon,ISSER Conference Hall Legon,Cedi Conference Centre Legon,Legon Hall Legon,Jubliee Hall Legon,Legon Hall Annex A Legon,Legon Hall Annex B Legon,Legon Hall Annex C Legon,Akuafo Hall Legon,Akuafo Hall Annex A Legon,Akuafo Hall Annex B Legon,Akuafo Hall Annex C Legon,Mensah Sarbah Legon,Mensah Sarbah Annex C Legon,Volta Hall Legon,Liman Hall Legon,Kwapong Hall Legon,Jean Nelson Legon,Frances Sey Legon,Pentagon Block A Legon,Pentagon Block B Legon,Pentagon Block C Legon,Union Hostel Legon,Jubliee Hall Legon,Valco Trust Hostel Legon,International Student Hostel Legon,International Student Hostel 2 Legon,Bani Hostel Legon,Evandy Hostel Legon,Teachers Fund Hostel Legon,Addis-Ababa Court Legon,Kampala Court Legon,Nairobi Court Legon,University of Ghana Hospital Legon,University of Ghana Teaching Hospital Legon,University Hospital Legon,College of Humanities Legon,College of Basic And Applied Sciences Legon,College of Education Legon,Department of Computer Science Legon,Department of Economics Legon,Department of Geography and Resource Development Legon,Department of Animal Biology and Conservation Science Legon,Department of History Legon,Department of Adult Education and Human Resource Studies Legon,Department of Political Science Legon,Department of Economics Conference Facility Legon,Department of English Legon,Department of Psychology Legon,Department of Animal Science Legon,Department of Soil Science Legon,Department of Physics Legon,Sociology Department Legon,Chemistry Department Legon,Department of Agriculture Economics and Agribusiness Legon,Department of Family and Consumer Science Legon,Department of Philosophy and Classics Legon,Department for the Study of Religions Legon,Department of Mathematics and Statistics Legon,Department of Educational Studies and Leadership Legon,Department of Music Legon,Department of Crop Science Legon,Department of Earth Science Legon,Department of Botany Legon,Department of Linguistics Legon,Department of Nutritionn and Food Science Legon,Department of Archaeology Legon,Department of Animal Science Legon,Department of Biochemistry Legon,Department of Marine and Fisheries Sciences Legon,Conficius Institue Legon,Institute of Applied Sciece & Technology Legon,Institute of African studies Legon,New Institute of African Studies Legon,Institute of Statistical Social and Economic Research Legon,Maison Francaise Legon,GCB Lecture Building Legon,JQB Legon,K.A. Busia building Legon,Student Representative Council Builidng Legon,New N Block Legon,N Block Legon,Athletic Oval Legon,Sarbah Field Legon,University Basic School Legon,Balme Library Legon,Night Market Legon,UG Banking Square Legon,University of Ghana Sports Stadium Legon,University of Ghana Registry Legon,Bush Canteen Legon,Central Mosque Legon,University of Ghana Swimming Pool Legon,Taxi Station Legon,University of Ghana Sports Directorate Legon,Ayax Park Legon,Ajax 2 Legon,Bank of Ghana Audiotorium Legon,International Programmes Office Legon,University of Ghana Bookshop Legon,Caregie Writing Centre Legon,Basketball courts Legon,Recreational Quandrangle Legon
Department of Adult Education and Human Resource Studies Legon,0.78996854,0.567187522,0.169563224,0.882494395,0.778270954,0.041159269,0.326972714,0.477898217,1.035949144,0.3922402,0.94655965,0.793593347,0.22054419,1.090372409,0.980941089,0.057357912,1.149012894,1.680332779,0.546390766,0.797224889,0.825029285,1.358126889,0.895888595,0.954163694,0.974121666,0.520290969,0.631085496,0.708604527,0.646554875,0.840573625,0.822209587,0.96538283,1.624048855,1.672752447,1.983839082,9.447011291,0.845364582,0.845364582,0.778209456,2.708742974,1.358126889,1.016653434,1.347578332,0.237651321,1.306348278,5.350865347,1.66000744,0.562389046,0.572147092,0.57058142,0.968241019,0.565054079,0.351674814,0.254841406,0.314869215,0.209243523,0.462993732,0.717840499,0.247319358,0.714241894,0.936942353,0,0.70504193,0.798497384,0.957315982,0.74810107,0.275172205,0.426270209,0.548510261,1.009964745,0.521777098,0.323648719,0.355850859,0.784922653,0.825403687,0.459550315,0.155700639,0.251301275,0.432896054,0.340583345,0.625800132,0.981764413,0.889308151,0.064901379,0.275172205,0.99866964,0.853840767,0.993237039,0.575667239,0.235118437,0.235118437,0.498936943,0.747133992,0.89804775,0.129338955,0.259592885,0.877601228,0.913598277,0.913598277,0.753550394,1.028444811,1.237034969,0.66005912,1.183695431,1.092667967,1.375545289,1.589774759,0.367075807,1.186627828,1.311601,1.190075171,1.303928184,0.98468784,0.98468784,0.797224889,0.25995717,0.621621127,0.612760426,1.953107558,0.687586784
Department of Political Science Legon,0.419485086,0.401537181,0.721456786,1.060523184,0.489885521,0.667833205,0.603234148,0.381479262,0.444062362,0.357821422,0.328282444,0.094457271,0.655350144,0.514644149,0.738375855,0.735927861,0.72995593,1.186525927,0.245358636,0.428787667,0.590591413,1.618959162,0.801866145,0.914279549,0.879966628,0.503577964,0.780948611,0.892669124,0.834732363,0.913548796,1.064872253,0.516363095,1.961755621,1.961400241,2.204128283,9.889320962,0.662902892,0.662902892,0.724400598,2.180567162,1.618959162,1.184983694,1.659779456,0.468267481,1.174825681,5.696301275,1.358711792,0.498382423,0.55035146,0.674098256,0.788850431,0.293030488,1.031879977,0.45491348,0.609724277,0.534707855,0.284227656,0.443547724,0.55820585,0.148490178,0.616810322,0.70504193,0,0.427126381,0.619471158,0.043065364,0.662253895,0.542277486,0.382640765,0.682471431,0.235438627,0.652186483,0.584719921,0.474039398,0.493923402,0.247216178,0.622928615,0.896835357,0.559050447,0.50812722,0.121362791,0.742420542,0.295878686,0.659753939,0.662253895,0.334913711,0.261185383,0.77936655,0.21168076,0.856905256,0.856905256,0.230694324,0.630203542,0.213812643,0.57933262,0.448039262,0.889929139,0.208841299,0.208841299,0.744458357,1.024370303,1.370944113,0.326285247,1.452037184,1.352129794,1.897675277,1.123244692,0.961668015,1.517482678,1.748716555,1.758768936,1.776179801,1.53433405,1.53433405,0.428787667,0.509046145,0.434404053,0.454685355,2.163246538,0.230160672
Department of Economics Conference Facility Legon,0.009485082,0.777571903,0.718871565,1.420588933,0.083860668,0.776744988,0.52598062,0.719650905,0.307143489,0.63208097,0.291506954,0.40848839,0.632912749,0.332676774,0.311276392,0.798942675,0.361545799,0.885387356,0.608713745,0.002865454,0.176013698,1.266797782,0.398753026,0.514231803,0.468039178,0.315481128,0.503048348,0.595447365,0.558167838,0.55672316,0.758845704,0.167442749,1.625999366,1.605744515,1.81929481,9.54922683,1.077630666,1.077630666,1.119547143,1.913028295,1.266797782,0.828878803,1.326590831,0.599768162,1.597273643,5.324787475,1.782315137,0.865466015,0.915087756,1.021162194,0.365863795,0.254790538,1.148917795,0.573646776,0.538733276,0.725896182,0.591527102,0.096879329,0.559924034,0.278717312,0.193058624,0.798497384,0.427126381,0,0.200553108,0.431523493,0.603932878,0.414368574,0.250021297,0.264676638,0.344242367,0.564760161,0.493346887,0.061709636,0.067212133,0.498967022,0.799756673,0.88276954,0.419790153,0.467039006,0.344200079,0.315355652,0.243920451,0.785413317,0.603932878,0.385152116,0.241226847,0.352918049,0.30079043,0.836435587,0.836435587,0.544940145,0.261252623,0.38850195,0.712145306,0.617598719,0.511876292,0.499025899,0.499025899,0.391334007,0.624258166,0.98785261,0.151441478,1.113270104,1.017611125,1.665944231,0.799740584,0.891674248,1.201766166,1.472237309,1.569358046,1.518662114,1.346077684,1.346077684,0.002865454,0.73138316,0.188559858,0.206214519,1.776275119,0.204096721
Department of English Legon,0.209684783,0.978122465,0.854298822,1.619574321,0.181856189,0.940572576,0.655065707,0.919453015,0.360168827,0.828793432,0.406353939,0.587421538,0.769066132,0.343741861,0.143081364,0.949391286,0.19809793,0.728722894,0.809228987,0.19981253,0.147965221,1.177779637,0.302367852,0.406840717,0.343163182,0.441728083,0.528282503,0.591576316,0.575532296,0.501888291,0.731216443,0.149780154,1.543755961,1.507647565,1.692794653,9.444190463,1.276047321,1.276047321,1.319974913,1.755053256,1.177779637,0.751933999,1.252040533,0.778518714,1.793505683,5.199762707,1.964075295,1.065853289,1.115319272,1.220077913,0.221725582,0.446950518,1.301501199,0.751749629,0.668423658,0.909129908,0.79103767,0.246264887,0.711118892,0.47166507,0.025127902,0.957315982,0.619471158,0.200553108,0,0.618461493,0.730432358,0.542416048,0.420153103,0.064157175,0.541287188,0.684773585,0.621848271,0.181132198,0.143760269,0.697437131,0.977647355,1.003445556,0.541907829,0.617079069,0.543903587,0.147983473,0.381454328,0.95284653,0.730432358,0.495747887,0.39557955,0.190191791,0.500312029,0.95752365,0.95752365,0.74516792,0.265956762,0.540080728,0.884727774,0.801968693,0.437315863,0.65741382,0.65741382,0.37049778,0.507247686,0.876202305,0.346633015,1.040033193,0.951469312,1.653633421,0.634117057,0.989981984,1.144334201,1.435710832,1.58346434,1.493484813,1.366710939,1.366710939,0.19981253,0.919426755,0.337680761,0.344678574,1.648055721,0.403441539
Department of Psychology Legon,0.424485201,0.429102729,0.763210805,1.085984599,0.499142898,0.710897146,0.64138904,0.415985585,0.418776976,0.398577701,0.302425876,0.056255097,0.696167259,0.489910836,0.742183886,0.778847878,0.718268298,1.162802447,0.279467305,0.433408647,0.599894973,1.642756711,0.815049025,0.928586336,0.891413201,0.533105689,0.808777063,0.919798985,0.863175935,0.934560528,1.092199315,0.507401395,1.988048881,1.985177061,2.223464753,9.916749694,0.675138614,0.675138614,0.743655706,2.151038469,1.642756711,1.207275137,1.685958217,0.511277577,1.180784442,5.718908014,1.35083471,0.526349184,0.578152612,0.703741076,0.796291172,0.321691831,1.074569525,0.497767849,0.648242691,0.57712293,0.324067715,0.457005712,0.599031311,0.155661504,0.617547059,0.74810107,0.043065364,0.431523493,0.618461493,0,0.701830826,0.576756718,0.410792664,0.6805201,0.272420759,0.690428848,0.621944845,0.481996466,0.498724157,0.290170257,0.66532446,0.938891807,0.593192818,0.546576717,0.154253163,0.746383053,0.276436631,0.702767195,0.701830826,0.300056271,0.244379213,0.784416505,0.243503487,0.89870641,0.89870641,0.271311685,0.647037871,0.176948247,0.622379658,0.491059925,0.907910575,0.165936229,0.165936229,0.764596428,1.039033237,1.389668874,0.343675661,1.477179084,1.377524969,1.932911986,1.102323822,1.002404728,1.545275595,1.780496275,1.796282097,1.80947301,1.571565103,1.571565103,0.433408647,0.550685786,0.456373331,0.477556722,2.182148524,0.243337151
Department of Animal Science Legon,0.596907147,0.689466572,0.127341521,1.13420587,0.56266587,0.28130095,0.077956471,0.592857285,0.883729974,0.474317576,0.81631586,0.732508131,0.055120968,0.926218804,0.7310282,0.243085882,0.927851756,1.459079768,0.599232318,0.601998414,0.587854819,1.124352334,0.628080945,0.680404744,0.703691921,0.29217641,0.356086532,0.438408496,0.3743396,0.565674944,0.56757474,0.768978268,1.418736694,1.45208684,1.748230476,9.301839201,1.009263271,1.009263271,0.972057297,2.483906887,1.124352334,0.754524835,1.12896486,0.280148927,1.508146683,5.164711513,1.82389189,0.720766196,0.747034546,0.783279129,0.708298997,0.424120431,0.58326809,0.269273164,0.065400775,0.373446606,0.516477182,0.511261614,0.115343755,0.613389602,0.707681217,0.275172205,0.662253895,0.603932878,0.730432358,0.701830826,0,0.190699456,0.3687663,0.775900562,0.431763206,0.050211031,0.110766514,0.574604446,0.613798799,0.46008843,0.381909587,0.278839757,0.188833528,0.159103252,0.552029908,0.73119089,0.756115442,0.306962937,9.50E-05,0.887636694,0.726380098,0.737448284,0.47308864,0.232518018,0.232518018,0.525326581,0.493780662,0.81170024,0.287452169,0.330226796,0.602765603,0.861904851,0.861904851,0.483103147,0.753274073,0.974447253,0.492919703,0.948091139,0.852172193,1.255752572,1.363074948,0.306201453,0.970719316,1.142910673,1.101967425,1.153438159,0.879836203,0.879836203,0.601998414,0.419774832,0.41549027,0.399553515,1.714800535,0.556126638
Department of Soil Science Legon,0.407632126,0.678553719,0.312013029,1.214816457,0.372142718,0.417364087,0.113399402,0.587438168,0.701403883,0.465758936,0.64273716,0.596680469,0.226653089,0.740324228,0.55495397,0.410632962,0.739010951,1.270996162,0.549858995,0.412349441,0.403016297,1.119938547,0.478414524,0.552393266,0.560453702,0.101645375,0.279234606,0.388566441,0.322581942,0.471400724,0.551650298,0.578582038,1.443850595,1.458801662,1.731365544,9.360379342,1.009601941,1.009601941,0.998491897,2.297311503,1.119938547,0.709228539,1.144613112,0.312944902,1.528086919,5.191359526,1.806135117,0.733384501,0.77016819,0.834907756,0.543222258,0.265545894,0.76143348,0.289128917,0.126634192,0.442505026,0.480025867,0.320799475,0.181375493,0.461981082,0.520278182,0.426270209,0.542277486,0.414368574,0.542416048,0.576756718,0.190699456,0,0.191889409,0.590453211,0.308258759,0.150508402,0.080131199,0.383905459,0.423148748,0.397323006,0.485193509,0.469017169,0.018160809,0.100304655,0.422523256,0.555684402,0.582722182,0.435671174,0.190699456,0.720510011,0.556250513,0.567096937,0.333957481,0.42265266,0.42265266,0.468434347,0.321058811,0.658426853,0.384110175,0.356969385,0.487029527,0.725269404,0.725269404,0.345058241,0.642174353,0.920526856,0.31405201,0.946045207,0.84608483,1.356232166,1.176268268,0.481255801,0.994302248,1.209152967,1.22486027,1.234227657,0.99935687,0.99935687,0.412349441,0.474475347,0.225834824,0.209070538,1.694356268,0.391456785
Department of Physics Legon,0.241576295,0.618469672,0.475292122,1.22410338,0.238341468,0.527344873,0.29224012,0.541348027,0.514977064,0.433120993,0.451253403,0.421168728,0.390379079,0.558941632,0.478345652,0.549535566,0.604396902,1.133394474,0.462311682,0.248722676,0.309956876,1.238632994,0.469750798,0.57100852,0.554321823,0.123253279,0.398354061,0.51004825,0.452444584,0.541603385,0.682231986,0.417174055,1.579235645,1.580895189,1.831988323,9.506745988,0.943435695,0.943435695,0.958538573,2.161636108,1.238632994,0.808013728,1.277326605,0.358384058,1.469218186,5.316668478,1.708524006,0.692952565,0.737882907,0.827651394,0.495930669,0.089620176,0.898944244,0.331599611,0.303811913,0.489713938,0.415553986,0.174120813,0.311485039,0.278679618,0.402914776,0.548510261,0.382640765,0.250021297,0.420153103,0.410792664,0.3687663,0.191889409,0,0.478689264,0.175062655,0.336905967,0.262197698,0.240807507,0.280828637,0.319126066,0.557582752,0.645191422,0.203926635,0.220520044,0.262005739,0.48066928,0.391138084,0.537008628,0.3687663,0.528693945,0.36436162,0.505065233,0.173069288,0.599305731,0.599305731,0.383552283,0.287862834,0.470879325,0.465957805,0.383545182,0.529662315,0.546516459,0.546516459,0.378630141,0.676352381,1.002774986,0.124211841,1.070306276,0.970231145,1.533741206,1.045176953,0.669862491,1.134945141,1.371646718,1.410720901,1.403754745,1.185077152,1.185077152,0.248722676,0.50310566,0.088863882,0.095487832,1.792301415,0.201501469
Sociology Department Legon,0.273781232,1.042247421,0.9011992,1.682997518,0.24084599,0.994606176,0.701922276,0.983222282,0.399341074,0.891665126,0.457195527,0.648118601,0.81671636,0.372915151,0.111740646,0.999831005,0.166427381,0.685244927,0.873373854,0.263906467,0.188045816,1.152978407,0.29221618,0.386081956,0.317620561,0.491225871,0.549526517,0.60222441,0.59316952,0.497916902,0.731435678,0.195452794,1.519844941,1.47846846,1.653482034,9.40921402,1.339917704,1.339917704,1.384131457,1.708019734,1.152978407,0.734871695,1.231838304,0.836868117,1.856882882,5.158896544,2.023864122,1.129845415,1.179238878,1.283512114,0.19530566,0.509300388,1.35152528,0.81001595,0.715292872,0.968343652,0.854728801,0.305882205,0.762974051,0.534974596,0.076028006,1.009964745,0.682471431,0.264676638,0.064157175,0.6805201,0.775900562,0.590453211,0.478689264,0,0.604452615,0.729018954,0.66893157,0.242469116,0.206541337,0.76085207,1.035325274,1.045497717,0.588557357,0.669381714,0.608023688,0.11632937,0.437043296,1.007800163,0.775900562,0.543684998,0.453653095,0.155530768,0.564088098,0.999937478,0.999937478,0.809107103,0.295526495,0.595881836,0.941218042,0.861670186,0.428413436,0.713715629,0.713715629,0.383956489,0.479363689,0.845278429,0.409826497,1.021500293,0.936064703,1.652427043,0.587429057,1.025806418,1.130509782,1.427400474,1.590929149,1.488659311,1.377076638,1.377076638,0.263906467,0.979895707,0.394096303,0.39909378,1.608236324,0.467552797
Chemistry Department Legon,0.334767445,0.450846862,0.504364472,1.078697674,0.370125942,0.490274071,0.369175648,0.381594262,0.519817317,0.287881363,0.425262147,0.300745321,0.431031982,0.579327662,0.626298037,0.541000426,0.702384644,1.213228915,0.289487488,0.344348437,0.459946444,1.406517858,0.640404855,0.744442426,0.724140884,0.282917501,0.560941133,0.673735465,0.612415444,0.715659045,0.8442445,0.492633739,1.741526911,1.748193884,2.00461937,9.664565849,0.771270594,0.771270594,0.793613454,2.234661825,1.406517858,0.979491132,1.440371697,0.290663409,1.297097342,5.484019115,1.533852673,0.53144582,0.579018088,0.679288575,0.655754321,0.10011013,0.868502309,0.268946706,0.376349493,0.399418956,0.252894231,0.307478188,0.334911432,0.193651195,0.529425623,0.521777098,0.235438627,0.344242367,0.541287188,0.272420759,0.431763206,0.308258759,0.175062655,0.604452615,0,0.418249107,0.349566346,0.363599188,0.397917117,0.157032972,0.481674849,0.681681519,0.325455145,0.274750659,0.120299992,0.629319842,0.369050255,0.490304553,0.431763206,0.478368283,0.332804702,0.658791589,0.054935151,0.639183862,0.639183862,0.213576313,0.458914759,0.386417965,0.409859898,0.29292002,0.704705491,0.430174396,0.430174396,0.553684883,0.850696889,1.176956378,0.194657692,1.236095778,1.135796311,1.662409225,1.133975121,0.73552636,1.294181875,1.51700888,1.523882562,1.542428885,1.299236677,1.299236677,0.344348437,0.395827636,0.253146987,0.266521874,1.965331686,0.173770761
Department of Agriculture Economics and Agribusiness Legon,0.558091862,0.70883995,0.177086175,1.174564269,0.519802399,0.327559245,0.049084195,0.612751257,0.850384865,0.492012242,0.787527046,0.717818635,0.103172221,0.890488413,0.682097394,0.293079065,0.882558902,1.413057291,0.608250609,0.562714903,0.54104083,1.093993988,0.577872046,0.63094106,0.653603271,0.250273092,0.309082456,0.395878693,0.330606269,0.518622917,0.532257225,0.728330306,1.395657386,1.424785719,1.7162307,9.289213037,1.032809228,1.032809228,1.001326934,2.436966432,1.093993988,0.715099768,1.103074536,0.303253442,1.537102247,5.143655929,1.844646355,0.745863171,0.774653822,0.817175162,0.658394956,0.399594104,0.63302615,0.288596682,0.043312992,0.407600692,0.527837893,0.470632127,0.133270019,0.592826492,0.661717263,0.323648719,0.652186483,0.564760161,0.684773585,0.690428848,0.050211031,0.150508402,0.336905967,0.729018954,0.418249107,0,0.074807848,0.532651395,0.571320805,0.463783644,0.42330391,0.320121142,0.145670533,0.144112297,0.53819356,0.682182897,0.72731545,0.352235189,0.050211031,0.861854199,0.698988528,0.687881954,0.455451778,0.27384307,0.27384307,0.531548096,0.444821025,0.791241352,0.326043519,0.353503208,0.553954602,0.84743783,0.84743783,0.432974127,0.705193925,0.934335135,0.46086482,0.917730896,0.820594022,1.253369347,1.316410802,0.332957786,0.946233455,1.129991034,1.106949732,1.144755021,0.883092772,0.883092772,0.562714903,0.451468096,0.376285524,0.359030292,1.682040145,0.530394667
Department of Family and Consumer Science Legon,0.486403682,0.672352294,0.232478428,1.174045733,0.452273835,0.351349207,0.033299259,0.577869373,0.776155549,0.455547024,0.712719245,0.647287355,0.147865926,0.817097053,0.629475642,0.33547353,0.818758094,1.35054652,0.559120242,0.491388847,0.481102423,1.122129243,0.54076584,0.605302521,0.620312747,0.18176947,0.303316448,0.403452252,0.336340221,0.508140214,0.554684143,0.658218466,1.434521376,1.457230085,1.740190346,9.339468699,1.000772969,1.000772969,0.9787523,2.37642034,1.122129243,0.726661331,1.138447316,0.280287166,1.512572642,5.183587342,1.806887894,0.717734697,0.750454962,0.804077147,0.612859287,0.325553297,0.684383259,0.260509777,0.046608138,0.400194854,0.482398421,0.400495162,0.122159091,0.519755373,0.599477408,0.355850859,0.584719921,0.493346887,0.621848271,0.621944845,0.110766514,0.080131199,0.262197698,0.66893157,0.349566346,0.074807848,0,0.463951052,0.503256829,0.410147481,0.431214012,0.389476209,0.080432399,0.083096741,0.468652079,0.629960627,0.652507919,0.37228039,0.110766514,0.787253552,0.624242328,0.639137374,0.384060247,0.343125539,0.343125539,0.479917438,0.393364201,0.717992734,0.330278804,0.328744569,0.53379944,0.776824038,0.776824038,0.400727368,0.688056907,0.942955466,0.386249131,0.946507206,0.847701006,1.315258923,1.25538602,0.407712711,0.98421678,1.182062287,1.174338636,1.201162983,0.949676644,0.949676644,0.491388847,0.438374767,0.304834682,0.288788435,1.704632543,0.455921233
Department of Philosophy and Classics Legon,0.064184905,0.807721511,0.693822226,1.442161683,0.022295799,0.765938323,0.497114914,0.744338676,0.362260929,0.649851118,0.352837634,0.462764701,0.607752661,0.381306335,0.268731771,0.78104227,0.364427285,0.895453171,0.640225931,0.058905548,0.118545663,1.205211657,0.339660856,0.455053474,0.411457812,0.282584239,0.446858736,0.536445027,0.501348503,0.495021201,0.698471132,0.19728105,1.564292438,1.544330163,1.759659099,9.487767007,1.115080792,1.115080792,1.150874687,1.923839608,1.205211657,0.7672173,1.264892204,0.598560494,1.637294179,5.264547338,1.832156385,0.892701636,0.941276083,1.042831655,0.314828735,0.267088969,1.132777739,0.571896298,0.510220634,0.728442344,0.615561041,0.067193853,0.541443345,0.326994841,0.166657076,0.784922653,0.474039398,0.061709636,0.181132198,0.481996466,0.574604446,0.383905459,0.240807507,0.242469116,0.363599188,0.532651395,0.463951052,0,0.040481483,0.520538982,0.798157401,0.852545111,0.386994331,0.44735523,0.381819392,0.272345962,0.305623291,0.77678088,0.574604446,0.446640624,0.30220008,0.306910495,0.326567776,0.806198058,0.806198058,0.572012123,0.199962966,0.448798377,0.706683451,0.621057721,0.450521754,0.557854772,0.557854772,0.330027986,0.565403851,0.927545753,0.170098048,1.051564699,0.955953248,1.608089861,0.805416175,0.854040232,1.140375354,1.412077877,1.514809023,1.459434062,1.292251035,1.292251035,0.058905548,0.738299215,0.163718737,0.175913367,1.716835555,0.245364508
Department for the Study of Religions Legon,0.074450551,0.838290426,0.733610531,1.476524503,0.051997382,0.806370366,0.536472144,0.777253726,0.34056161,0.685180972,0.343545956,0.475397112,0.647572286,0.353432395,0.244512223,0.821430348,0.324016257,0.854974399,0.670014694,0.065324491,0.114537495,1.210814694,0.336800476,0.452040502,0.403257053,0.321632031,0.472182158,0.557014849,0.525627058,0.50477195,0.715369174,0.162020931,1.571952544,1.548385564,1.756994404,9.491765527,1.141862217,1.141862217,1.181008913,1.883358827,1.210814694,0.774146449,1.273803788,0.638134932,1.662535042,5.263374068,1.849525364,0.924640343,0.973685433,1.077054741,0.298952157,0.303192865,1.173207531,0.61152544,0.549623424,0.76752532,0.648623348,0.107631639,0.581849633,0.345628874,0.131784616,0.825403687,0.493923402,0.067212133,0.143760269,0.498724157,0.613798799,0.423148748,0.280828637,0.206541337,0.397917117,0.571320805,0.503256829,0.040481483,0,0.554413077,0.837871734,0.891372673,0.425758621,0.487738063,0.407964921,0.248516965,0.301268897,0.81711998,0.613798799,0.437756648,0.302924526,0.285759323,0.358342052,0.845046955,0.845046955,0.603775095,0.216161378,0.451110358,0.746779812,0.659918685,0.455255284,0.563437102,0.563437102,0.344605332,0.561419203,0.927074656,0.203321095,1.060312189,0.965960374,1.629582414,0.765003596,0.890825139,1.15266139,1.428935843,1.540679672,1.478475926,1.31898504,1.31898504,0.065324491,0.776566968,0.204141549,0.215868585,1.713681027,0.26884981
Department of Mathematics and Statistics Legon,0.489540071,0.299434828,0.494409848,0.922150821,0.527143185,0.421568097,0.418253286,0.224958641,0.638123381,0.136536318,0.53151698,0.338947611,0.440209726,0.703269473,0.782954095,0.493586836,0.853367351,1.355084594,0.152771135,0.499254407,0.616022999,1.516843179,0.788876515,0.888915187,0.873421904,0.405752012,0.672124625,0.783734605,0.718768497,0.845626529,0.948888135,0.64040013,1.840114306,1.856090745,2.125094946,9.749615544,0.626744313,0.626744313,0.639891169,2.37049999,1.516843179,1.100039271,1.541565266,0.22548097,1.151844645,5.588341315,1.41022866,0.375665331,0.422488354,0.522660585,0.810267843,0.25605964,0.785192283,0.216406531,0.420710381,0.289915788,0.096887907,0.46426129,0.346436373,0.294969287,0.686079773,0.459550315,0.247216178,0.498967022,0.697437131,0.290170257,0.46008843,0.397323006,0.319126066,0.76085207,0.157032972,0.463783644,0.410147481,0.520538982,0.554413077,0,0.377947754,0.6646753,0.415472986,0.327056298,0.194829634,0.785913042,0.482441673,0.41268328,0.46008843,0.563670698,0.444404788,0.81474381,0.198774403,0.62780406,0.62780406,0.071118116,0.606985674,0.451386598,0.332606524,0.201074618,0.842676182,0.454702003,0.454702003,0.69113946,0.992582191,1.305064545,0.351109338,1.343279124,1.243245471,1.715450876,1.279567016,0.742215073,1.390077041,1.591748102,1.560558516,1.608439879,1.339454748,1.339454748,0.499254407,0.270404746,0.403927197,0.414271274,2.087196526,0.312461939
Department of Educational Studies and Leadership Legon,0.790582511,0.421773379,0.306964188,0.752340101,0.795791313,0.120929217,0.409921756,0.33860491,1.000413162,0.276335595,0.900588015,0.71608628,0.328506274,1.06094237,1.022791535,0.21276836,1.159982499,1.684255313,0.428815379,0.799006438,0.858496359,1.496224223,0.963428082,1.035266892,1.045644249,0.563773913,0.729484391,0.819112955,0.75388187,0.937541666,0.947819118,0.961602376,1.771815831,1.816251439,2.121813762,9.602711265,0.689925804,0.689925804,0.623436551,2.710201337,1.496224223,1.136424098,1.491228873,0.200039789,1.153790267,5.50364119,1.50431193,0.40880712,0.416719562,0.418212974,1.022450484,0.549017666,0.410728155,0.226427049,0.400644419,0.088226195,0.352750288,0.73169339,0.309199639,0.662580562,0.959897711,0.155700639,0.622928615,0.799756673,0.977647355,0.66532446,0.381909587,0.485193509,0.557582752,1.035325274,0.481674849,0.42330391,0.431214012,0.798157401,0.837871734,0.377947754,0,0.40644729,0.496702182,0.386577226,0.565750381,1.024328153,0.847241836,0.092097814,0.381909587,0.939940903,0.809900446,1.041649015,0.536383437,0.390579303,0.390579303,0.398505786,0.799112794,0.8293035,0.101287816,0.188822621,0.964992703,0.826519587,0.826519587,0.828931846,1.119244271,1.356347646,0.651393293,1.320655804,1.227140041,1.531210417,1.599474056,0.522635845,1.330734232,1.465037498,1.344659821,1.458867763,1.140275325,1.140275325,0.799006438,0.123764273,0.641315958,0.638036058,2.089775939,0.655292086
Department of Music Legon,0.875744582,0.814820471,0.177330896,1.094638033,0.839906625,0.289901284,0.356795668,0.722910174,1.159583334,0.626063021,1.087050433,0.977089722,0.256506763,1.203884885,0.990748039,0.195809547,1.201482787,1.730586157,0.775627423,0.880830123,0.85815371,1.161678631,0.864950705,0.89397145,0.931317499,0.569975297,0.56010175,0.601754463,0.553229021,0.754505051,0.670358324,1.047590923,1.401129177,1.460540879,1.783220758,9.197281679,1.096372518,1.096372518,1.025519981,2.75183755,1.161678631,0.871090762,1.137142951,0.442318229,1.54843176,5.111668203,1.909862364,0.813594818,0.823165886,0.814842902,0.957342679,0.692514253,0.367252754,0.448338337,0.344116577,0.455962896,0.689902427,0.789813251,0.348095407,0.872415319,0.980012512,0.251301275,0.896835357,0.88276954,1.003445556,0.938891807,0.278839757,0.469017169,0.645191422,1.045497717,0.681681519,0.320121142,0.389476209,0.852545111,0.891372673,0.6646753,0.40644729,0,0.465615768,0.427396227,0.798666971,0.990320575,1.027140396,0.316147946,0.278839757,1.153393093,0.995605131,0.991186678,0.7295608,0.046364667,0.046364667,0.716815542,0.755225179,1.06802933,0.365614216,0.480062559,0.809186524,1.103895481,1.103895481,0.71805122,0.945362362,1.086551763,0.768767083,0.992379711,0.909302578,1.12535078,1.632625364,0.125324182,0.976546469,1.073025014,0.938837328,1.059578167,0.734129714,0.734129714,0.880830123,0.508009729,0.694300038,0.678082023,1.755615337,0.824367091
